,title,rating,price,no_of_ratings,product_url,product_description,Manufacturer,asin
75,"Mi Step Out 12 L Mini Backpack (Small Size, Red, Water Repellant)",4.1 out of 5 stars,139,"7,630",https://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088XG77KN,"Warranty ,- 1 Year Warranty On Manufacturing Defects. 100% Quality Assured.    Dimensions (In Inches) ,- 12"" Tall X 17"" Wide X 6"" Deep    Compartments ,- 1 Zip With 2 Compartments And 1 Back Zip Pocket    Material ,-100% PU | Colour ,- Tan",FOSTELO,B07CJCGM1M
76,Fostelo Handbag For Women And Girls | Ladies Purse Faux Leather Satchel Bag | Woman Gifts | Wedding Gifts For Women | Women 2 Compartments Bag | Travel Purse Hobo Bag | 4 Pockets Shoulder Bag,3.9 out of 5 stars,254,"6,991",https://www.amazon.in/Fostelo-Style-Diva-Womens-Handbag/dp/B00Z0NMFKU,"Ergonomically Designed , Spacious with Multiple Compartments & Pockets , Intuitive Access , Cushioned Back Panel & Shoulder Straps , Lightweight    Premium Anti-Scratch Faux Leather , Bartacked Load Points , Water Resistant Fabric , Heavy Duty Long Lasting Zippers    Padded Velcro'ed Sleeve fits upto 15.6"" Laptop , Padded Base    Secret Anti-Theft Pocket with Slot for Charging Wire",RetailEZ Pvt Ltd,B07CJCGM1M
77,Gear Parker 23L Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women - Black,4.3 out of 5 stars,498,302,https://www.amazon.in/Gear-Executive-Anti-Theft-Backpack-BKPPKREXE0101/dp/B097KCMQKG,"PROFESSIONAL PHOTOGRAPHER’S DSLR & ACCESSORY CARRY BAG, Carry DSLR/SLR camera, lens, tripod, flash light & other accessories, This hiking camera backpack is 10”x6""x13” and yet lightweight, allows you to carry all kinds of equipment    100% MADE IN INDIA PRODUCT WITH DURABLE, WATER RESISTANT MATERIALS, This Product is Made-in India with high-quality water resistant nylon and polyester, durable metal zippers, this bag lets you carry your expensive equipment safely in all weathers    EXTERNAL BASE ZIPPER ENCLOSURE WITH WATERPROOF COVER, MESH POCKET & STRAP TO CARRY TRIPOD, The waterproof cover is located conveniently at the base zipper enclosure, at the event of rain, you don't have to open the bag, just unzip the base enclosure and pull out the cover. Adjustable Strap on one side can easily carry a tripod and mesh pocket is ideal to carry a water bottle.    ADJUSTABLE CUSTOMISABLE PADDED DIVIDERS WITH VARIOUS MESH POCKETS, You can make space according to your gear. Remove all the padded dividers if you want to use it as a regular backpack, just remove the dividers and carry your stuff. You can also carry cables, chargers, lens cleaners etc in the zipper mesh pockets.    TWICE CUSHINED SUPER QUALITY HANDLE, The best in class twice cushioned top handle provided maximum comfort while holding the bag from the handle.",Appario Retail Private Ltd,B07CJCGM1M
78,"Osaka Pro Series-11 Waterproof DSLR Backpack Camera Bag, Lens Accessories Carry Case for Nikon, Canon, Olympus, Pentax & Others-Made in India",3.9 out of 5 stars,649,553,https://www.amazon.in/Osaka-Pro-Waterproof-Accessories-Others-Made/dp/B081Z1TVPQ,"Boxy shape for maximum volume and retractable top and side handles for comfort    Dual texture with matte finish and 3 digit fixed combination lock for extra security    Cross ribbons in bottom compartment and U-shaped pocket for maximum packing space    Sturdy and lightweight, with 360-degree smooth rolling wheels    50-50 packing makes organization and segregation easier",RetailEZ Pvt Ltd,B07CJCGM1M
79,American Tourister Polypropylene Hard 68 cms Luggage- Suitcase(LG4 (0) 08 002_Iron Grey),4.0 out of 5 stars,880,152,https://www.amazon.in/American-Tourister-Polypropylene-LG4-08/dp/B0BB2LX7LW,"Made in premium quality faux leather - 23cm length x 10 cm width x 19 cm height    1 main compartment with a flap over top zip closure, 1 internal slip pocket and 1 zippered back pocket    Light-weight shoulder bags, with gold hardware and an edgy look, it is a comfortable carry    Stylish sling bag for women for all occasions; adjustable cross-body sling strap for convenience and comfortable carry    There might be minor color variation between actual product and image shown on screen due to lighting on the photography",Cocoblu Retail,B07CJCGM1M
80,Lavie Women's Medium Mamo Dome Sling Bag | Ladies Purse Handbag | Crossbody Sling Strap,4.0 out of 5 stars,658,"1,372",https://www.amazon.in/Lavie-Spring-Summer-Womens-Sling/dp/B081KGQ3M4,"Protect your precious 15.6-inch laptop with the padded panels. Dual pocket protection design provides dual compartments for laptops and tablets.    Padded shoulder straps enable comfort even when the bag is at max load, plus a mesh padded back panel to support and keep you cool and comfortable even on extended use.    Special features like Back Trolly sleeve and Padded Grab handle are added advantages of the backpack.    Recharge your notebook and devices while you work or while they're connected to the bank inside your bag; or use the bank as a backup battery.    Rest easy with one-year limited warranty from the manufacturer.",Appario Retail Private Ltd,B07CJCGM1M
81,HP Lightweight 300 Grey Laptops Backpack with Crafted Cable Pass Through and Padded Shoulder Straps,4.1 out of 5 stars,1002,67,https://www.amazon.in/HP-Lightweight-300-Grey-Backpack/dp/B08CY44PVD,"Lavie Malnov tote is a stylish offering for ladies. It is durable, light weight and super spacious. Made from vegan leather, this large hand bag comes in Herringbone, Woven and Croco texture pattern at the front.    Woven Texture- 45 cm in length x 12 cm in width x 35 cm in height    Malnov hand bag has a top zip closure for safety and comfort. The interior has 2 slip pockets along with 1 zip pocket providing plenty of storage space for keeping phone, portable charger, keys, hairbrush, wallet, sunglasses, sanitizer and a pair of clothes.    This latest tote is perfect for women to carry for a weekend getaway or even a day at the mall for shopping. It can be paired with formal pants & blazer as well as with a basic crop top and jeans. This spacious and sturdy bag makes for a perfect gift for all your occasions.    The bag has a well stitched inner lining and high quality zippers for easy accessibility and storage.",Cocoblu Retail,B07CJCGM1M
82,Lavie Women's Nova Tote Bag | Ladies Purse Handbag,4.2 out of 5 stars,824,"7,318",https://www.amazon.in/YuvKuz-TM-Infocus-Digitizer-Assembly/dp/B07MXNWTB2,"Water Proof with attached Rain cover.    Reflective Printing and in Built Laptop sleeve    3 compartment, 1 pockets and 2 Bottle pouch.    Comes with the F Gear promise of quality.    Size(Hxlxw)Cm-(50x31x21)",RetailEZ Pvt Ltd,B07CJCGM1M
83,"F Gear Blow Laptop Backpack With Rain Cover 32 Liters (Black,Grey) Sch Bag",4.3 out of 5 stars,1039,"1,245",https://www.amazon.in/F-Gear-Blow-Laptop-Backpack/dp/B078J63VRY,"Slim, compact & sturdy, Minimal and compact design for professionals, Joint material design, durable, water-resistant polyester material. The padded shoulder straps, handle, and back panel provides protection and all-day comfort    Smooth zippers that never jam or break    Style meets Function, Minimal & compact design, stores and protects laptops up to 15.6-inches. Ideal for students and professionals looking for a stylish and compact backpack for daily use    Spacious storage with easy organization, Inside, you'll find a laptop sleeve, a tablet pocket, a roomy front workstation, and two side pockets for quick access to your other essentials    The padded shoulder straps, handle, and back panel provides protection and all-day comfort.",Appario Retail Private Ltd,B07CJCGM1M
84,Lenovo Slim Everyday Backpack,4.4 out of 5 stars,839,"2,631",https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF,"Faux Material material    Grey colored Satchel Handbag    Strap type , Single    Zip type closing mechanism.    Made in India",Cocoblu Retail,B07CJCGM1M
85,Baggit Women's Sling Bag (Grey),4.3 out of 5 stars,837,778,https://www.amazon.in/Baggit-Womens-Satchel-Handbag-Grey/dp/B098TKJG1L,"Compatible With 15.6"" Laptop , The Lenovo B210 Backpack fits up to 15.6 inch laptop. Dimensions, 34cm x 15cm x 45.5cm; Weight, 453g.    High Quality, Durable and Water Repellent Fabric , This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items    Convenient Travel , Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use. Fits Up To (L x D x H) 255 x 22 x 362 mm    Conveniently Placed Padded Laptop Compartments and Packets , The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.    High Quality, Casual yet Stylish Design , Very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop    There might be minor color variation between actual product and image shown on screen due to lighting on the photography    In the Box , 15.6-inch Backpack    Country of Origin, China",Appario Retail Private Ltd,B07CJCGM1M
86,Lenovo Casual Laptop Backpack B210 15.6-inch(39.6cm) Water Repellent Black,4.2 out of 5 stars,1011,"53,052",https://www.amazon.in/Lenovo-Laptop-Backpack-15-6-Inch-GX40Q17225/dp/B075Y72PHZ,"Faux Leather material    Green colored Hobo Handbag    Strap type , Single    Zip type closing mechanism.    Made in India",Cocoblu Retail,B07CJCGM1M
87,Baggit Women's PEPSI Sling Bag,4.3 out of 5 stars,812,"1,923",https://www.amazon.in/Baggit-Womens-Hobo-Handbag-Green/dp/B097C2T2DS,"Material, Polyester Fabric PVC Coated (outer), Shock Resistance EPE Layer (middle), Lining Layer (inner); Laptop Sleeve Dimensions, 16 x 1.2 x 11 inch (L × W × H); Charger Pouch Dimension, 8 x 2.1 x 4.3 inch (L × W × H); Sleeve Weight, 175 grams; Pouch Weight, 80 grams    Compatible, 16 inch Macbook and any other Laptops    Warranty, Manufacturer- 1-year domestic warranty    Water Resistance, Yes; Dustproof, Yes; Shock Resistance, Yes    Special feature, Number of the compartment - 1; Slim desgin; Easy to carry itself or Glid into your other backpack; Charger Pouch - carry charger and other small acessories with ease",Appario Retail Private Ltd,B07CJCGM1M
88,Alifiya Polyester MacBook Laptop Sleeve Bag 16 Inch with Charger Pouch (Grey_L26),4.2 out of 5 stars,384,90,https://www.amazon.in/Alifiya-Polyester-MacBook-Charger-Grey_L26/dp/B09GP79C4C,"Dimension , 10'' x 6'' x 8'' , Internal size, 9'' x 5'' x 7'' ; Fits 1 camera +1 spare lens + mobile phone + filter + SD card.    Multiple Accessory Pockets to organize extra batteries, memory cards, cables, lens caps, or other small accessories.    Detachable shoulder strap is adjustable and can also be worn cross-body. Made from durable polyester material, outfitted with reinforced padded carry handle.    The camera compartment is fully padded with closed cell dense foam padding to protect valuable cameras and accessories.    Package Includes, 1*waterproof Camera Case Bag 1*Shoulder Strap 1*Rain Cover 2*Spacer Pad",Appario Retail Private Ltd,B07CJCGM1M
89,"SIDRUM DSLR/SLR Camera Shoulder Bag Case with Adjustable Shoulder Strap & Rain Cover, Compatible for Nikon, Canon, Sony Mirrorless Cameras - Waterproof - Breathable - Anti Shock (Orange-Black-Large)",4.4 out of 5 stars,949,810,https://www.amazon.in/SIDRUM-Shoulder-Adjustable-Compatible-Mirrorless/dp/B09SHTBFQF,"Outer material, Synthetic, color, navy; Waterproof    Capacity, 28 liters; Weight, 600 grams; Dimensions, 48 cms x 33 cms x 18 cms (LxWxH)    Number of compartments, 2    Laptop compatibility, Yes, laptop size, 16strap type, adjustable    Pocket Description, Utility Pocket; Style Name, Traditional Backpacks; Closure Type, Zipper; Age Range Description, Adult; Special Features, Back Padding    Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,3 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot .",RetailEZ Pvt Ltd,B07CJCGM1M
90,Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Navy,4.4 out of 5 stars,999,"3,057",https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0501/dp/B07G4HH78P,"Wesley laptop bag professional series 15.6 inch    Laptop compartment with dual zippered access and thick foam padding, protects your laptop very well.    Made of top fabric, designed to be very lightweight and slim, but stylish, practical and durable.    Luggage strap which helps to easily fix the briefcase on handle of your trolley    Trendy look and design. Dimensions, 17 x12.5x3.5 inch",Appario Retail Private Ltd,B07CJCGM1M
91,Wesley office Laptop Bag briefcase notebook professional business 15.6 Inch Briefcase messenger sling Water resistant Laptop Bag Tablet Business Carrying Handbag for Women and Men (Charcoal Black),4.0 out of 5 stars,471,"1,064",https://www.amazon.in/Wesley-briefcase-professional-Briefcase-messenger/dp/B0BJVDN7VT,"Size, 7""(H) x 4.3""(L) x 2.5""(W), perfect size to storage your napkin paper, lipsticks, mascara, coins, cards, keys, ect. Lightweight and easy to carry.    Top Quality Phone Purse & Fashionable, we offer multi-stylish printed small purse for women, fashion appearance, premium pu leather, firm double stitching edge, which owner durable polyester lining and upgraded zipper, sturdy, wear-resistant and not easy to be ripped. Improved zippers are smooth enough not to worry about stuck or separation issue.    Small Wallet Purse & Practical, cell phone crossbody purses come with 1 front phone pocket, 1 main zipper pocket, 1 bill compartment, 6 credit card slots, 2 clear ID window, large capacity can meet your daily needs, such as passport, credit cards, keys, lipsticks, headphones, tickets, cash and classify your personal small items.    Ideal Gifts Fit Most, small crossbody phone bag is a wonderful choice for shopping, dating, night out, travel,working when you do not want to take too much stuff. Meanwhile, we provide you additional gift cards which fit all kind of theme, such as birthdays, anniversaries, weddings, valentine's day, mother's day, Christmas and other special events, It's a best gift for womens, lady, girls, teenage,work mom etc",WeBanga,B07CJCGM1M
92,PALAY Women's Small Cross-Body Phone Bag Stylish PU Leather Mobile Cell Phone Holder Pocket Purse Wallet Sling Bag Mini Shoulder Bags,4.3 out of 5 stars,784,"1,041",https://www.amazon.in/PALAY%C2%AE-Crossbody-Mobile-Leather-Shoulder/dp/B09GYGRB56,"Size - 25 x 15 x 13.5 cm. A large compartment and Mesh pockets to keep all personal belongings (Shaving Kit, Cosmetic, Shampoo, Facial Cleanser, Toothbrush, etc.) in one place; Suitable for personal Travel    Water-resistant material -- High Quality water-resistant fabric (durable and Lightweight); strong hanging hook, best zipper and high standard workmanship to ensure your toiletry bag.    Handy User-friendly design -- Main compartment features mesh pockets and main storage room for large item organize; Zippered front pocket adding extra storage    Easy to carry and hang -- A built-in strong hanging hook, easy to keep on towel racks, shower rods or on door knobs. Durable carrying handle convenient to carry or hung up.    Multiple Applications -- Ideal for vacation, business, gym, camping or outdoor activity.",HOUSE OF QUIRK,B07CJCGM1M
93,"House of Quirk Hanging Travel Toiletry Bag, Waterproof Dopp Kit for Shaving Makeup Accessories, Men Cosmetic Organizer with Large Capacity, for Gym, Camping - Black",4.0 out of 5 stars,399,"1,922",https://www.amazon.in/House-Quirk-Hanging-Toiletry-Organizer/dp/B072MH8KBB,"SPRUCE UP WITH ENOUGH SPACE, Measuring 8.5"" width, 5.5"" height, 2.5"" deep (all-round gusset), carry all that you want with this chic & spacious side bag for girls.    SUSTAINABLE & WATERPROOF, These shoulder purses for women are extremely eco-friendly & made from water-repellant organic cotton canvas. The inner lining is made of water-resistant recycled PET bottles fabric & the inks used for printing are certified organic.    STYLISH & ADJUSTABLE STRAPS, With original designs that are cute & trendy, these exotic crossbody bags for women are light-weight with a YKK metal zipper & broad strap belt. They are perfect for travel or college & make great birthday gifts for her.    SIMPLE AND GENTLE WASH-CARE, Hand-wash these handbags in cold water or just wipe them out with a soft moist cloth to clean. Keep these bags for women stuffed when not in use to avoid wrinkles. Remove dust using sticky tape.    ETHICALLY MANUFACTURED, A small sling bag that sticks with you for a long time is a keeper! Each EcoRight bag is made with love in solar-powered and ethically certified manufacturing facilities in India.",EcoRight,B07CJCGM1M
94,"Eco Right Crossbody Box Sling Bags for Women & Men, Side Purse for Women Stylish Latest",4.1 out of 5 stars,1699,38,https://www.amazon.in/Eco-Right-Womens-Stylish-Crossbody/dp/B0B1VF26KM,"21L Capacity, The Backpack has a padded laptop compartment that can fit 15.2 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass. Dimension(L*W*D), 44*32*16 cm. Material , 100% Polyester. Lining , 100% Polyster    Water Resistant Material, Advanced IPX4 coating on the material ensures resistance to water entering from any direction.    Secret/Hidden Pocket, An invisible zipper pocket on the edge of the back panel acts as a guard for any valuable items such as TWS/ Earbuds, Passport, Phone against theft.    Multi-Level Organizer, The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics.    Ergonomic Design, Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body.    Made In India, Mi Business Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks    6 Months Warranty, The MI Business casual backpack comes with 6 months of warranty. For queries please reach out to 18001036286",Appario Retail Private Ltd,B07CJCGM1M
95,Mi Business Casual 21L Water Resistant Laptop Backpack (Blue),4.4 out of 5 stars,999,"6,048",https://www.amazon.in/Business-Casual-Resistant-Laptop-Backpack/dp/B0862V2GKH,"Plenty of Space & Padded Laptop Sleeve - The laptop bag is a decent in size that fits 13''MacBook Pro.Main compartment with zipper closure outside;The inside consist of a divider,a 13''laptop can easily fit inside and a built in divider between the inside compartment to help separate them all.1 zipper pocket inside for significant articles such as wallets and identification documents, inner slip pockets,1 back slot is perfect for an iPad mini.",ZIPLINE,B07CJCGM1M
96,"Zipline Synthetic Leather Executive SMALL messenger bag Briefcase for upto 13"" Laptop/Tablet for men women with multiple compartments (1-Tan Bag)",3.9 out of 5 stars,938,336,https://www.amazon.in/Leatherette-Executive-messenger-multiple-compartments/dp/B099NM8621,✅ Lightweight yet durable bag for use or everyday outings    ✅ Made Using 100% Sustainable And Eco Freindly Cotton Materials    ✅ We have used high-quality metal and fabric in this bag    ✅ The bags work quite well for casual as well as party wear    ✅ The soft Straps make it convenient for you to hold it the whole day,ASTRID BAGS,B07CJCGM1M
97,ASTRID Women's Round Sling Bag with Pompoms (Brown),4.4 out of 5 stars,499,295,https://www.amazon.in/ASTRID-Womens-Round-Sling-Pompoms/dp/B08VS8JBNK,"30L Capacity, The Backpack has a padded laptop compartment that can fit 15.6 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass.    Multi-Level Organizer, The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics. Compatible Laptop Size 16 inch    Ergonomic Design, Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body.    Made In India, Wesley Business Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks    1 Year Warranty, The Wesley Business casual backpack comes with 1 year of warranty    Water Resistant Material, Advanced IPX4 coating on the material ensures resistance to water entering from any direction.",Appario Retail Private Ltd,B07CJCGM1M
98,"Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L, Charcoal black",4.3 out of 5 stars,565,"9,226",https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV,"Outer material, synthetic, color, black; Waterproof    Capacity, 20 liters; Weight, 560 grams; Dimensions, 48 cms x 32 cms x 14 cms (LxWxH)    Number of compartments, 2    Laptop compatibility, yes, laptop size, 16strap type, adjustable    Special Features, Back Padding; Closure Type, Zipper; Age Range Description, Adult; Pocket Description, Utility Pocket    Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,2 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot .",RetailEZ Pvt Ltd,B07CJCGM1M
99,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black,4.4 out of 5 stars,999,"2,527",https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0101/dp/B07G4D13LB,"Multi-Compartment Organizer, The men laptop briefcase includes external 2 pouches & 2 pen slots and inside several slots in front large pocket with Velcro closure under flap over, storage pen holders, documents, binder, power cords, mouse; 1 main zipper Pocket with foam padded sleeve fits most 15 15. 6 inch Laptop notebooks MacBook Ultrabook Chromebook; back invisible zipper pocket for your valuables    Durable Material, This computer laptop bag is made of high quality water resistant durable synthetic Leather with smooth metal zipper and durable metal hook of strap;Stylish and functional,this is a nice gift idea for Mothers day ,Fathers day from daughter son    Easy Carrying, Men's laptop messenger bag comes with a flat pass-through strap along the back, which allows the men briefcase bag to securely slip over the handle of any rolling luggage for hands-free transport; ?Daily Usage?The briefcase is water resistant and antitheft.Office bag with metal hooks and metal double zippers keep long lasting for men/women.Great for business/school/gym/travel.    Comfort & Convenience, Dual sturdy wrapped bale handles for comfortable use, detachable adjustable PU padding shoulder strap inside the bag can easily convert your computer briefcase bag to a single-shoulder bag which bring you convenience in different occasion; Inner Material Type, Nylon    Department Name, Unisex-Adult; Age Range Description, Adult; Occasion Type, Casual",Veneer Store,B07CJCGM1M
100,"Veneer Laptop Bag 15.6 Inch, Business Briefcase for Men Women, 15inch Water Resistant Messenger Shoulder Bag with Strap, Durable Office Bag, for Computer/Notebook/MacBook",4.2 out of 5 stars,1055,"2,883",https://www.amazon.in/Veneer-Business-Briefcase-Resistant-Messenger/dp/B08Z619V6Z,"Transport your laptop, tablet, files and daily accessories safely and securely with the 16 liter HP Lightweight 100 Backpack 15.    Protect your precious 15.6-inch laptop with the padded panels. Dual pocket protection design provides dual compartments for laptops and tablets.    Special features like Back Trolly sleeve and Padded Grab handle are added advantages of the backpack.    The HP 100 Lightweight backpak comes with Double Large compartments To accommodate your 15.6-inch laptop and other stuff, it comes with a spacious compartment and front pocket with organization panel and fabric side pockets. Furthermore, the compression straps add to its utility while the grab handle ensures a comfortable carry.    Rest easy with one-year limited warranty from the manufacturer.",Appario Retail Private Ltd,B07CJCGM1M
101,HP 100 Lightweight Backpack for 15.6-inch Laptop with Elastic and Padded Shoulder Straps (Black),4.0 out of 5 stars,899,516,https://www.amazon.in/HP-Lightweight-100-Black-Backpack/dp/B08CY1YXCK,"Outer Material , PU / Synthetic Leather    Closure , Magnetic Button    No. of Compartments , 2    No. of Pockets , 1    Dimensions , LxWxH - 8.75 x 3 x 6 inches",ADISA International,B07CJCGM1M
102,ADISA Women's & Girls' Sling Bag,4.1 out of 5 stars,1999,"2,771",https://www.amazon.in/ADISA-SL5022-black-women-girls/dp/B07NPXWFXX,Pigeon Breast Milk Storage Bag is convenient for working women who wish to continue the breast feeding for their babies    Pigeon Breast Milk Storage Bag comes with double protection with double zipper zeal    Pigeon Breast Milk Storage Bag is having hygeinic Storage and Pre Sterilized with Gamma Rays    Keep freshly pumped breastmilk till 24 hours    Easy to use in freezer & refrizerator both,RK World Infocom Pvt Ltd,B07CJCGM1M
103,"Pigeon Breast Milk Storage Bag,Secure Seal & easy Storage,Hygienic Breast Milk Storage,Leak Proof,Zipper Zeal Breast Milk Storage,5 pcs",4.3 out of 5 stars,495,442,https://www.amazon.in/Pigeon-Breast-Milk-Storage-Pieces/dp/B01M5DGMZ9,"Messenger Cross Body Bag, Handbags are considered as a fashion statement and also is a great utility. Hand bags can be used to carry important personal belongings which are needed on a daily basis. Hand Bags are very important in completing the outfit. They can be used to improve your appearance, and you can actually convey the look you want others to perceive simply by adjusting your appearance.    Lightweight and Premium Leather, This is high quality classic genuine leather messenger bag from Wild Horn. Featuring an elegant design, hand stitched, dyed and aged messenger bag is long-lasting, light weight and a fine quality genuine leather product.    Adjustable Strap , This bag comes with an adjustable strap. They are great if sometimes you would like to wear your bag on your shoulder and other times you want to wear it across the body. You can just change the length to suit the need.    Dimensions and Ideal Application, This messenger bag has main interior compartment with flap top closure for added security and a fully lined interior that includes zip pocket and slip pockets for organization. One rear zip pocket. The compartment has dedicated space for, I pad, tablet, phone & other small accessories. (DIMENSION, L- 10.05inch H- 11.5inch W- 3inch)",BROGBUS®️,B07CJCGM1M
104,BROGBUS Leather Men Bag Business Messenger,4.1 out of 5 stars,115,367,https://www.amazon.in/BROGBUS-Business-Messenger-Sling-10-05inch/dp/B09QLD9GJY,"Generous overall size of 32 x 15 x 44 cm (LxBxH)    2 compartments, including a padded laptop compartment ideal for carrying laptops up to 15.6 inches    Bottle pockets on both sides for storing bottles, earphones, tickets and other smaller items    Made with wear-resistant Polyester material for a longer life    Reflectors on backpack promote visibility at night when on the road",Appario Retail Private Ltd,B07CJCGM1M
105,"Amazon Brand - Solimo Laptop Backpack for 15.6-inch Laptops (27 litres, Black)",3.8 out of 5 stars,989,"1,215",https://www.amazon.in/Amazon-Brand-Backpack-15-6-inch-Laptops/dp/B076QFBFRG,Meant for 15.6-inch laptops    Multiple compartments for additional accessories    Front big pocket for quick-access your essentials    Elegant and Lightweight Cross-dyed woven fabric    Finished in Stylish warm dark grey and stretch to shoulder strap    Laptop compartment fits up to 15.6 inch laptop with velcro laptop strip    ASUS reflective logo    1 Year hardware warranty provided by the manufacturer from date of purchase,Appario Retail Private Ltd,B07CJCGM1M
106,Asus BP1504 39.62 cm (15.6-inch) Laptop Backpack (Dark Grey),4.2 out of 5 stars,449,"1,481",https://www.amazon.in/Asus-BP1504-15-6-inch-Laptop-Backpack/dp/B0895ZZHKK,"High-Quality Water Resistant Material, Made of Strong Oxford Fabric with its reinforced shoulder straps will guarantee for long-term use.     Multi-Function, It is not just a Diaper Bag. It so trendy and fashionable that it can be used as Backpack for regular use. It can easily accommodate 15-inch laptop with all accessories.     Large Capacity, Comes with more than 9 Pockets it has a large capacity to hold everything that your little one needed for their daily use.; Insulated Pockets, Caramello Delight Diaper bag comes with Insulated Pockets to keep baby’s food at a perfect temperature for hours.     Comes with Changing Mat, Caramello Delight Diaper Bags comes with Changing Mat which becomes handy for mother when needed for diaper changing for the little one.; Closure Type, Zipper; Age Range Description, Adult     Pattern Name, Solid; Strap Type, Adjustable",The Baby world,B07CJCGM1M
107,"R for Rabbit Caramello Delight Diaper Bag Backpack -Multi-Function Waterproof Mother Bag for Travel with Baby - Large Capacity, Durable and Stylish.(Grey Black)",4.4 out of 5 stars,819,790,https://www.amazon.in/Rabbit-Caramello-Backpack-Multi-Function-Waterproof/dp/B07FHXNPCH,"Style meets Function, Designed for 15.6” Lenovo laptops, the backpack walks the line between function and form. It utilizes durable materials, and robust features set to cater to its audience's every need. Ideal for professionals looking for a stylish and versatile backpack for a variety of occasions    Sturdy & Durable, Fleece-lined laptop compartment that fights dust and damage. Water-resistant, joint material design and tough coated base help withstand daily wear and tear    Travel friendly backpack with Uncompromising storage space for devices and essentials, The backpack comes with a ventilated and well-padded back panel for extra breathability. Adjustable shoulder straps offer the perfect fit. Spacious main compartment and Stretchy polyester side pockets offer quick access to your essentials    Styled in classic dark blue and dark grey, the colors accentuate the sturdy materials the bag is constructed of",Appario Retail Private Ltd,B07CJCGM1M
108,"Lenovo 15.6"" Professional Backpack, Made in India, Water-resistant,Uncompromised storage, Travel friendly:Fleece-lined PC compartment,Vented,Padded BackPanel & Adjustable shoulder straps,Luggage strap",4.2 out of 5 stars,1999,696,https://www.amazon.in/Lenovo-Professional-Backpack-Water-resistant-Uncompromised/dp/B08R7S55H4,"Anti-bacterial inner lining and water-resistant fabric will protect your personal items from the penetration of moisture or bacterial     The tidy and fine close stitching ensure the bags are sturdy and durable, the high quality smooth zipper bring the best user experiences     Multiple compartments for different requests of storage, the bag will keep your toiletry accessories safe; The durable hook is convenient for hanging the bag wherever in the hotel or in the tent for space saving     Premium Quality, Mainly made of high quality Denier Nylon, PVC backing, strong durable hanging hook, best zipper and highest-standard workmanship.     Age Range Description, Adult; Pattern Name, Solid; Material Type, Polyvinyl Chloride",EAYIRA®,B07CJCGM1M
